Recipe ID,Recipe Title,Calories,Fat/g,Carbo/g,Protein/g,Alcohol,Vegetarian,Vegan,Gluten Free,Dairy Free,Dish Type,Ingredients,Instructions,Ready in Minutes,Image,Popular,Price Per Serving,Halal,Breakfast,Lunch,Dinner,Snack 1,Snack 2
81,Grilled Potato Salad,160.0,8.0,19.0,4.0,0.0,0,0,1,1,salad,"baby potatoes,   olive oil,   salt and pepper to taste,   red onion,   fresh parsley,   fresh dill,   celery,   dill pickles,   mayonnaise,   Dijon mustard,   apple cider vinegar","Preheat your grill to medium-high heat. In a large pot, bring salted water to a boil. Add the baby potatoes and cook until they are tender when pierced with a fork, about 15-20 minutes. Drain the cooked potatoes and let them cool slightly. While the potatoes are cooling, brush them with olive oil and season with salt and pepper. Place the potatoes on the preheated grill and cook for about 5-7 minutes per side, or until grill marks appear and the potatoes are slightly charred. Remove the grilled potatoes from the grill and let them cool completely. Cut the cooled grilled potatoes into bite-sized pieces and place them in a large mixing bowl. Add the diced red onion, chopped parsley, chopped dill, diced celery, and diced dill pickles to the bowl with the grilled potatoes. In a separate small bowl, whisk together the mayonnaise, Dijon mustard, and apple cider vinegar until well combined. Pour the dressing over the potato mixture and gently toss to coat all the ingredients evenly. Taste the potato salad and adjust the seasoning with salt and pepper if needed. Cover the bowl with plastic wrap and refrigerate for at least 1 hour to allow the flavors to meld together. Before serving, give the potato salad a final toss and garnish with additional chopped parsley if desired. Serve the Grilled Potato Salad chilled as a delicious side dish for your summer barbecues or any occasion.",45,https://spoonacular.com/recipeImages/168-556x370.jpg,0,10.0,1,1,0,0,0,0
82,Arugula and Celery Salad Anchovy,95.0,7.0,6.0,6.0,0.0,0,0,1,0,side dish,"arugula leaves,   celery,   Parmesan cheese,   lemon juice,   extra virgin olive oil,   anchovy fillets,   clove garlic,   salt and pepper,   optional: toasted pine nuts for garnish","In a large salad bowl, combine the arugula leaves and sliced celery. In a small bowl, whisk together the lemon juice, extra virgin olive oil, minced anchovy fillets, and minced garlic until well combined. Season the dressing with salt and pepper to taste. Pour the lemon-anchovy dressing over the arugula and celery mixture. Toss well to coat the salad ingredients evenly. Add the shaved Parmesan cheese to the salad and gently toss again to incorporate. Taste the salad and adjust the seasoning if needed. Optional: Garnish the salad with toasted pine nuts for added crunch and flavor. Serve the Arugula and Celery Salad with Lemon-Anchovy Dressing as a refreshing and vibrant side dish alongside your main meal.",45,https://spoonacular.com/recipeImages/169-556x370.jpg,0,1.0173,1,0,0,0,1,0
83,Pasta with Cauliflower,503.0,15.0,76.0,19.0,0.0,0,0,0,0,main course,"anchovy,   brussels sprouts,   capers,   cauliflower,   dried chili flakes,   fresh parsley,   lemon zest,   olive oil,   parmesan cheese,   pasta,   salt","Preheat oven to 400 degrees.Heat a pot of water on the stove for the pasta.Toss the cauliflower and brussels sprouts in one tablespoon olive oil. Lightly salt and pepper. Spread in a single layer on a baking sheet and roast until browned at the edges and soft in the center, about 20-30 minutes. Turn once about halfway through. And keep an eye on everything so it doesnt overcook!While the cauliflower is roasting, cook your pasta according to instructions on the package.When the pasta is ready, drain, reserving 1/2 cup of the cooking liquid. Return pasta to the pot to keep it warm. Add the two remaining tablespoons of oil to the pasta, then the parsley, parmesan, capers, anchovy paste, lemon zest and chili flakes. If its a little dry, add some of the cooking liquid. Toss gently to distribute everything. Add the cauliflower and brussels sprouts and toss again, gently. Season to taste with salt and pepper. If the pasta needs to be reheated, do so over a low flame, stirring to prevent burning. Garnish with grated parmesan and chopped parsley if desired.",45,https://spoonacular.com/recipeImages/175-556x370.jpg,0,2.0473,1,1,0,0,0,0
84,Artichokes with Bagna Cauda,319.0,24.0,22.0,8.0,0.0,0,0,1,0,side dish,"anchovy fillets,   artichokes,   butter,   garlic,   olive oil","Place unpeeled garlic cloves in smallsaucepan. Add enough water to cover garliccloves by 1 inch. Bring to boil; reduce heatto medium-low, cover, and simmer untilgarlic is tender, about 25 minutes. Drain;transfer to plate. Chill garlic cloves untilcool enough to handle, about 10 minutes.Squeeze garlic cloves from peel and placecloves in small bowl. Using fork, mash garliccloves until smooth. Melt butter in heavy small saucepanover medium heat. Add anchovies and sauté1 minute. Add mashed garlic and oil. Simmerover low heat 10 minutes to allow flavors toblend, stirring occasionally. Season to tastewith salt and pepper. DO AHEAD: Can be made1 hour ahead. Let stand at room temperature.Rewarm before serving, stirring occasionally(bagna cauda will separate when served). Add artichokes to large pot of boilingsalted water. Cover and cook until justtender when pierced through stem withfork, turning occasionally, 30 to 40 minutes, depending on size of artichokes. Drain. Place 1 hot artichoke on each of 6plates. Divide bagna cauda among smallbowls or ramekins. Serve artichokes withwarm bagna cauda. Test-Kitchen tips: To separate garliccloves quickly, place the head of garlic ona work surface, then push against the topor bottom of the head of garlic with thepalm of your hand. Use scissors to cut offthe tips of pointed artichoke leaves.",45,https://spoonacular.com/recipeImages/179-556x370.jpg,0,2.1887,1,0,0,0,1,0
85,Grilled Kale Caesar Salad,440.0,40.0,15.0,8.0,0.0,0,0,1,0,salad,"anchovy,   black pepper,   croutons,   dijon mustard,   garlic,   kale,   lemon juice,   mayonnaise,   olive oil,   parmesan cheese,   worcestershire","Roast bell peppers on racks of gas burners over high heat, turning with tongs, until skins are blackened, 10 to 12 minutes. Transfer to a large bowl and cover tightly with plastic wrap, then let steam, covered, about 20 minutes. When peppers are cool enough to handle, peel, then halve lengthwise, discarding stems and seeds. Cut peppers lengthwise into 3/4-inch-wide strips. Toast fennel seeds in a dry small heavy skillet over moderately low heat, shaking skillet frequently, until lightly browned, 3 to 4 minutes, then transfer to a bowl and cool. Finely grind fennel seeds in grinder, then stir into butter along with anchovies, lemon juice, and pepper until combined well. Preheat broiler. Broil baguette slices in a large shallow baking pan (18 by 12 inches) 3 to 4 inches from heat until golden, about 1 minute. Turn slices over and spread generously with anchovy butter. Broil toasts until butter is golden and bubbling, about 1 minute, then transfer to a platter. Top with bell pepper strips. Cooks' notes: Bell peppers can be roasted by broiling in a shallow baking pan 5 inches from heat, turning occasionally, about 15 minutes. Anchovy butter can be made 1 day ahead and chilled, covered. Soften butter before using, about 1 hour. Toasts, without bell peppers, can be made 2 hours ahead. Reheat, buttered sides up, under preheated broiler until hot, about 30 seconds, then top with bell peppers.",45,https://spoonacular.com/recipeImages/182-556x370.jpg,0,1.2972,1,1,0,0,0,0
86,Anchovy Fennel Toasts with Roasted Red Peppers,40.0,4.0,1.0,0.0,0.0,0,0,0,0,appetizer,"anchovy,   baguette,   black pepper,   fennel seeds,   lemon juice,   red bell peppers,   unsalted butter","Preheat your oven to 375°F (190°C). Place the bread slices on a baking sheet and toast them in the preheated oven until golden and crispy, about 5-7 minutes. Set aside. In a small bowl, combine the olive oil and lemon juice. Whisk well to emulsify. In a separate bowl, toss the sliced fennel with the prepared olive oil and lemon juice mixture. Heat a non-stick skillet over medium heat. Add the fennel slices and sauté until they are tender and lightly caramelized, about 5-7 minutes. Spread a thin layer of anchovy fillets onto each toasted bread slice. Top the anchovy layer with the sautéed fennel slices. Arrange the roasted red pepper slices on top of the fennel. Garnish with fresh fennel fronds or parsley, if desired. Serve the Anchovy Fennel Toasts with Roasted Red Peppers as a flavorful appetizer or as part of a light meal.",45,https://spoonacular.com/recipeImages/184-556x370.jpg,0,1.396,1,0,0,0,1,0
87,Pissaladiere,119.0,6.0,14.0,3.0,0.0,0,0,0,1,appetizer,"anchovies,   coarse salt,   filo dough,   fresh flat-leaf parsley,   fresh thyme leaves,   garlic,   olive oil,   olives,   onions,   plum tomatoes","Split roll in half horizontally; pull some of the soft interior out of top to accommodate filling. Drizzle cut surfaces with oil. On cut side of roll bottom, layer onion, tomato, cucumber, egg, tuna, olives, and anchovies. Drizzle evenly with vinegar, and sprinkle with salt and pepper to taste. Set roll top in place, cut side down, and press down gently.",45,https://spoonacular.com/recipeImages/186-556x370.jpg,0,7.947,1,0,0,0,1,0
88,Salsa Verde,503.0,55.0,4.0,2.0,0.0,0,0,1,1,side dish,"anchovy,   capers,   dijon mustard,   flat leaf parsley leaves,   fresh basil leaves,   fresh mint leaves,   garlic clove,   olive oil,   red pepper flakes,   red wine vinegar,   salt and pepper","In a food processor or blender, combine the fresh parsley, basil, capers, garlic, anchovy fillets (if using), Dijon mustard, and red wine vinegar. Pulse the ingredients until they are finely chopped and well combined. While the processor is running, slowly drizzle in the extra virgin olive oil until the mixture emulsifies and forms a smooth sauce. Taste the salsa verde and season with salt and pepper as desired. Adjust the seasoning to your preference. Transfer the salsa verde to a serving bowl or jar. It can be used immediately or refrigerated for later use. Salsa verde is a versatile sauce that can be served as a condiment for various dishes. It pairs well with grilled meats, roasted vegetables, fish, or can be used as a dip or spread. Enjoy the vibrant flavors of the Salsa Verde as a flavorful addition to your favorite dishes.",5,https://spoonacular.com/recipeImages/187-556x370.jpg,0,24.0,0,0,0,0,1,0
89,Niçoise on a Roll,483.0,23.0,49.0,21.0,0.0,0,0,0,1,main course,"canned anchovies,   canned tuna,   crusty roll,   cucumber,   hard cooked egg,   olive oil,   olives,   red onion,   salt and pepper,   tomato,   white wine vinegar","In a large pot, cover octopus with cold water. Add vinegar and 1 tablespoon salt and bring to a boil. Reduce heat to keep liquid at a slow boil and cook until a knife easily pierces the meat, 45 to 60 minutes. Drain octopus, let cool, and chop into chickpea-size pieces. Meanwhile, in a small pan, heat the olive oil and garlic over low heat. Cook until garlic is soft but not brown, about 10 minutes. Remove from heat, add anchovy, and mash thoroughly with a fork. Put octopus, chickpeas, and garlic-anchovy oil in a large frying pan over high heat and cook, stirring and mashing the chickpeas slightly, until mixture starts to brown. Add white wine and scrape up any browned bits. Remove from heat, spoon onto bruschettas, and drizzle with extra-virgin olive oil.",45,https://spoonacular.com/recipeImages/188-556x370.jpg,0,2.1569,0,1,0,0,0,0
90,Pasta with Anchovy-Walnut Sauce,404.0,14.0,58.0,13.0,0.0,0,0,0,1,side dish,"black pepper,   canned anchovy,   crushed red pepper,   flat leaf parsley leaves,   garlic cloves,   lower sodium beef broth,   olive oil,   onion,   red bell pepper,   salt,   spaghetti,   walnuts","In a food processor, pulse the cornichons, parsley, tarragon, and anchovy (if using) until coarsely chopped.Add the mayonnaise, sour cream, lemon juice, mustard, and zest and process until well combined. Scrape the dressing into a large bowl.Fit the processor with a medium grating disk. Peel the celery root with a knife (rather than a vegetable peeler) and cut it into chunks small enough to fit into the processors feed tube. Grate the celery root in the processor.Transfer the celery root to the bowl of dressing and fold gently to combine. Season to taste with salt and pepper and serve.",20,https://spoonacular.com/recipeImages/189-556x370.jpg,0,1.4052,1,0,0,0,1,0
91,Celery Root Rémoulade,201.0,14.0,17.0,4.0,0.0,0,0,1,0,side dish,"anchovy,   celery root,   cornichons,   dijon mustard,   flat leaf parsley,   fresh tarragon,   kosher salt,   lemon juice,   lemon zest,   mayonnaise,   sour cream","Put the eggs in a panful of cold water, bring to the boil and let bubble for 7 minutes. Three minutes in, add the frozen beans.Drain both the beans and eggs; let eggs sit in a bowl under running cold water, and hold the beans in a sieve just under the tap for a moment, too, so that eggs and beans stop cooking and the beans get cold.Tip the tomatoes and their oil into a bowl, add the olives and mix gently.Arrange the lettuce on a serving dish and then top with the tomato-olive mixture, saving their flavoursome juices in the bowl.Drain the tuna and place chunks of it along with the tomatoes and olives, then strew with the drained beans.Using the reserved juices left in the tomato mixture's bowl, make the dressing: whisk in the olive oil, lemon juice, salt and sugar and pour over the salad.Peel and quarter the almost but not quite hard-boiled eggs and add to the salad along with the croutons, anchovy fillets (if using) and basil leaves.",45,https://spoonacular.com/recipeImages/191-556x370.jpg,0,16.0,1,0,0,0,1,0
